packet_no,source_ip,destination_ip,protocol,payload
385,13:46:28,192.168.31.131,192.168.31.1,UDP,No payload
386,13:46:28,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
387,13:46:28,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
388,13:46:28,192.168.31.1,192.168.31.131,UDP,No payload
389,13:46:28,204.79.197.222,192.168.31.131,TCP,No payload
390,13:46:28,204.79.197.222,192.168.31.131,TCP,No payload
391,13:46:28,204.79.197.222,192.168.31.131,TCP,Binary/Encrypted Data
392,13:46:28,204.79.197.222,192.168.31.131,TCP,Binary/Encrypted Data
393,13:46:28,204.79.197.222,192.168.31.131,TCP,Binary/Encrypted Data
394,13:46:28,192.168.31.1,192.168.31.131,UDP,No payload
395,13:46:28,192.168.31.131,204.79.197.222,TCP,No payload
396,13:46:28,192.168.31.131,204.79.197.222,TCP,No payload
397,13:46:28,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
398,13:46:28,192.168.31.1,192.168.31.131,UDP,No payload
399,13:46:28,204.79.197.222,192.168.31.131,TCP,No payload
400,13:46:28,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
401,13:46:28,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
402,13:46:28,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
403,13:46:28,20.189.173.16,192.168.31.131,TCP,No payload
404,13:46:28,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
405,13:46:28,192.168.31.131,20.189.173.16,TCP,No payload
406,13:46:28,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
407,13:46:28,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
408,13:46:29,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
409,13:46:31,192.168.31.131,204.79.197.254,TCP,Binary/Encrypted Data
410,13:46:31,204.79.197.254,192.168.31.131,TCP,No payload
411,13:46:33,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
412,13:46:33,148.113.8.206,192.168.31.131,TCP,No payload
413,13:46:33,192.168.31.131,148.113.8.206,TCP,No payload
414,13:46:33,148.113.8.206,192.168.31.131,TCP,No payload
415,13:46:34,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
416,13:46:34,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
417,13:46:35,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
418,13:46:35,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
419,13:46:35,192.168.31.131,162.159.135.234,TCP,Binary/Encrypted Data
420,13:46:35,162.159.135.234,192.168.31.131,TCP,No payload
421,13:46:36,162.159.135.234,192.168.31.131,TCP,Binary/Encrypted Data
422,13:46:36,192.168.31.131,162.159.135.234,TCP,No payload
423,13:46:40,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
424,13:46:40,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
425,13:46:41,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
426,13:46:43,192.168.31.131,140.82.114.25,TCP,Binary/Encrypted Data
427,13:46:43,140.82.114.25,192.168.31.131,TCP,No payload
428,13:46:43,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
429,13:46:43,148.113.8.206,192.168.31.131,TCP,No payload
430,13:46:46,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
431,13:46:46,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
432,13:46:47,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
433,13:46:50,192.168.31.131,192.168.31.1,UDP,No payload
434,13:46:50,192.168.31.131,192.168.31.1,UDP,No payload
435,13:46:50,192.168.31.131,192.168.31.1,UDP,No payload
436,13:46:50,192.168.31.1,192.168.31.131,UDP,No payload
437,13:46:50,192.168.31.1,192.168.31.131,UDP,No payload
438,13:46:50,192.168.31.1,192.168.31.131,UDP,No payload
439,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
440,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
441,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
442,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
443,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
444,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
445,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
446,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
447,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
448,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
449,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
450,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
451,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
452,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
453,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
454,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
455,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
456,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
457,13:46:50,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
458,13:46:50,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
459,13:46:52,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
460,13:46:52,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
461,13:46:53,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
462,13:46:53,148.113.8.206,192.168.31.131,TCP,No payload
463,13:46:53,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
464,13:46:55,192.168.31.131,192.168.31.1,UDP,No payload
465,13:46:55,192.168.31.131,192.168.31.1,UDP,No payload
466,13:46:55,192.168.31.131,192.168.31.1,UDP,No payload
467,13:46:55,192.168.31.1,192.168.31.131,UDP,No payload
468,13:46:55,192.168.31.1,192.168.31.131,UDP,No payload
469,13:46:55,192.168.31.1,192.168.31.131,UDP,No payload
470,13:46:56,192.168.31.131,192.168.31.1,UDP,No payload
471,13:46:56,192.168.31.131,192.168.31.1,UDP,No payload
472,13:46:56,192.168.31.131,192.168.31.1,UDP,No payload
473,13:46:56,192.168.31.1,192.168.31.131,UDP,No payload
474,13:46:56,192.168.31.1,192.168.31.131,UDP,No payload
475,13:46:56,192.168.31.1,192.168.31.131,UDP,No payload
476,13:46:56,192.168.31.131,192.168.31.1,UDP,No payload
477,13:46:56,192.168.31.131,192.168.31.1,UDP,No payload
478,13:46:56,192.168.31.131,192.168.31.1,UDP,No payload
479,13:46:57,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
480,13:46:57,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
481,13:46:57,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
482,13:46:57,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
483,13:46:58,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
484,13:46:58,140.82.114.25,192.168.31.131,TCP,Binary/Encrypted Data
485,13:46:58,140.82.114.25,192.168.31.131,TCP,Binary/Encrypted Data
486,13:46:58,192.168.31.1,192.168.31.131,UDP,No payload
487,13:46:58,192.168.31.1,192.168.31.131,UDP,No payload
488,13:46:58,192.168.31.1,192.168.31.131,UDP,No payload
489,13:46:58,192.168.31.131,140.82.114.25,TCP,No payload
490,13:46:58,192.168.31.131,140.82.114.25,TCP,Binary/Encrypted Data
491,13:46:58,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
492,13:46:58,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
493,13:46:58,140.82.114.25,192.168.31.131,TCP,Binary/Encrypted Data
494,13:46:58,192.168.31.131,140.82.114.25,TCP,No payload
495,13:46:59,140.82.114.25,192.168.31.131,TCP,No payload
496,13:46:59,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
497,13:46:59,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
498,13:46:59,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
499,13:46:59,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
500,13:46:59,162.159.135.232,192.168.31.131,UDP,Binary/Encrypted Data
501,13:46:59,192.168.31.131,162.159.135.232,UDP,Binary/Encrypted Data
502,13:46:59,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
503,13:47:00,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
504,13:47:00,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
505,13:47:00,204.79.197.222,192.168.31.131,TCP,No payload
506,13:47:00,204.79.197.222,192.168.31.131,TCP,No payload
507,13:47:00,204.79.197.222,192.168.31.131,TCP,Binary/Encrypted Data
508,13:47:00,204.79.197.222,192.168.31.131,TCP,Binary/Encrypted Data
509,13:47:00,204.79.197.222,192.168.31.131,TCP,Binary/Encrypted Data
510,13:47:00,192.168.31.131,204.79.197.222,TCP,No payload
511,13:47:00,192.168.31.131,204.79.197.222,TCP,No payload
512,13:47:00,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
513,13:47:00,204.79.197.222,192.168.31.131,TCP,No payload
514,13:47:03,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
515,13:47:04,148.113.8.206,192.168.31.131,TCP,No payload
516,13:47:04,148.113.8.206,192.168.31.131,TCP,No payload
517,13:47:04,192.168.31.131,148.113.8.206,TCP,No payload
518,13:47:04,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
519,13:47:04,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
520,13:47:05,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
521,13:47:07,204.79.197.254,192.168.31.131,TCP,No payload
522,13:47:10,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
523,13:47:10,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
524,13:47:11,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
525,13:47:11,192.168.31.131,13.107.4.254,TCP,Binary/Encrypted Data
526,13:47:11,13.107.4.254,192.168.31.131,TCP,No payload
527,13:47:14,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
528,13:47:14,148.113.8.206,192.168.31.131,TCP,No payload
529,13:47:14,192.168.31.131,148.113.8.206,TCP,No payload
530,13:47:14,148.113.8.206,192.168.31.131,TCP,No payload
531,13:47:16,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
532,13:47:16,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
533,13:47:17,192.168.31.131,162.159.135.234,TCP,Binary/Encrypted Data
534,13:47:17,162.159.135.234,192.168.31.131,TCP,No payload
535,13:47:17,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
536,13:47:17,162.159.135.234,192.168.31.131,TCP,Binary/Encrypted Data
537,13:47:17,192.168.31.131,162.159.135.234,TCP,No payload
538,13:47:17,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
539,13:47:22,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
540,13:47:22,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
541,13:47:24,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
542,13:47:24,148.113.8.206,192.168.31.131,TCP,No payload
543,13:47:24,192.168.31.131,148.113.8.206,TCP,No payload
544,13:47:24,148.113.8.206,192.168.31.131,TCP,No payload
545,13:47:31,192.168.31.131,192.168.31.1,UDP,No payload
546,13:47:31,192.168.31.131,192.168.31.1,UDP,No payload
547,13:47:31,192.168.31.131,192.168.31.1,UDP,No payload
548,13:47:31,192.168.31.1,192.168.31.131,UDP,No payload
549,13:47:31,192.168.31.1,192.168.31.131,UDP,No payload
550,13:47:31,192.168.31.1,192.168.31.131,UDP,No payload
551,13:47:34,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
552,13:47:34,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
553,13:47:34,148.113.8.206,192.168.31.131,TCP,No payload
554,13:47:34,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
555,13:47:35,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
556,13:47:35,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
557,13:47:40,192.168.31.131,20.189.173.16,TCP,No payload
558,13:47:40,192.168.31.131,20.189.173.16,TCP,No payload
559,13:47:40,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
560,13:47:40,20.189.173.16,192.168.31.131,TCP,No payload
561,13:47:40,20.189.173.16,192.168.31.131,TCP,No payload
562,13:47:40,192.168.31.131,20.189.173.16,TCP,No payload
563,13:47:40,192.168.31.131,20.189.173.16,TCP,No payload
564,13:47:40,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
565,13:47:40,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
566,13:47:40,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
567,13:47:40,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
568,13:47:40,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
569,13:47:41,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
570,13:47:41,192.168.31.131,20.189.173.16,TCP,No payload
571,13:47:41,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
572,13:47:41,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
573,13:47:41,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
574,13:47:41,192.168.31.131,20.189.173.16,TCP,No payload
575,13:47:41,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
576,13:47:41,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
577,13:47:41,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
578,13:47:41,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
579,13:47:41,20.189.173.16,192.168.31.131,TCP,No payload
580,13:47:41,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
581,13:47:41,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
582,13:47:41,192.168.31.131,20.189.173.16,TCP,No payload
583,13:47:41,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
584,13:47:41,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
585,13:47:43,192.168.31.131,140.82.114.25,TCP,Binary/Encrypted Data
586,13:47:44,140.82.114.25,192.168.31.131,TCP,No payload
587,13:47:44,148.113.8.206,192.168.31.131,TCP,No payload
588,13:47:44,192.168.31.131,148.113.8.206,TCP,No payload
589,13:47:44,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
590,13:47:44,148.113.8.206,192.168.31.131,TCP,No payload
591,13:47:45,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
592,13:47:45,204.79.197.222,192.168.31.131,TCP,No payload
593,13:47:46,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
594,13:47:46,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
595,13:47:47,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
596,13:47:52,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
597,13:47:52,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
598,13:47:52,162.159.135.234,192.168.31.131,TCP,Binary/Encrypted Data
599,13:47:53,192.168.31.131,162.159.135.234,TCP,No payload
600,13:47:53,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
601,13:47:53,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
602,13:47:54,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
603,13:47:55,148.113.8.206,192.168.31.131,TCP,No payload
604,13:47:55,148.113.8.206,192.168.31.131,TCP,No payload
605,13:47:55,192.168.31.131,148.113.8.206,TCP,No payload
606,13:47:56,192.168.31.131,13.107.4.254,TCP,Binary/Encrypted Data
607,13:47:57,13.107.4.254,192.168.31.131,TCP,No payload
608,13:47:57,192.168.31.131,192.168.31.1,UDP,No payload
609,13:47:57,192.168.31.131,192.168.31.1,UDP,No payload
610,13:47:57,192.168.31.1,192.168.31.131,UDP,No payload
611,13:47:57,192.168.31.1,192.168.31.131,UDP,No payload
612,13:47:57,192.168.31.131,13.107.5.93,TCP,No payload
613,13:47:57,192.168.31.131,13.107.5.93,TCP,No payload
614,13:47:57,13.107.5.93,192.168.31.131,TCP,No payload
615,13:47:57,192.168.31.131,13.107.5.93,TCP,No payload
616,13:47:57,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
617,13:47:57,13.107.5.93,192.168.31.131,TCP,No payload
618,13:47:57,192.168.31.131,13.107.5.93,TCP,No payload
619,13:47:57,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
620,13:47:57,140.82.114.25,192.168.31.131,TCP,Binary/Encrypted Data
621,13:47:57,192.168.31.131,140.82.114.25,TCP,Binary/Encrypted Data
622,13:47:57,13.107.5.93,192.168.31.131,TCP,No payload
623,13:47:57,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
624,13:47:57,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
625,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
626,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
627,13:47:58,192.168.31.131,13.107.5.93,TCP,No payload
628,13:47:58,192.168.31.131,13.107.5.93,TCP,No payload
629,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
630,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
631,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
632,13:47:58,13.107.5.93,192.168.31.131,TCP,No payload
633,13:47:58,192.168.31.131,13.107.5.93,TCP,No payload
634,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
635,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
636,13:47:58,192.168.31.131,13.107.5.93,TCP,No payload
637,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
638,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
639,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
640,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
641,13:47:58,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
642,13:47:58,192.168.31.131,13.107.5.93,TCP,No payload
643,13:47:58,192.168.31.131,13.107.5.93,TCP,No payload
644,13:47:58,192.168.31.131,13.107.5.93,TCP,No payload
645,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
646,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
647,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
648,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
649,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
650,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
651,13:47:59,13.107.5.93,192.168.31.131,TCP,No payload
652,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
653,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
654,13:47:59,13.107.5.93,192.168.31.131,TCP,No payload
655,13:47:59,192.168.31.131,13.107.5.93,TCP,No payload
656,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
657,13:47:59,13.107.5.93,192.168.31.131,TCP,No payload
658,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
659,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
660,13:47:59,192.168.31.131,13.107.5.93,TCP,No payload
661,13:47:59,192.168.31.131,13.107.5.93,TCP,Binary/Encrypted Data
662,13:47:59,13.107.5.93,192.168.31.131,TCP,No payload
663,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
664,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
665,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
666,13:47:59,192.168.31.131,13.107.5.93,TCP,No payload
667,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
668,13:47:59,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
669,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
670,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
671,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
672,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
673,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
674,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
675,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
676,13:48:00,192.168.31.131,13.107.5.93,TCP,No payload
677,13:48:00,13.107.5.93,192.168.31.131,TCP,No payload
678,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
679,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
680,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
681,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
682,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
683,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
684,13:48:00,192.168.31.131,13.107.5.93,TCP,No payload
685,13:48:00,192.168.31.131,13.107.5.93,TCP,No payload
686,13:48:00,192.168.31.131,13.107.5.93,TCP,No payload
687,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
688,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
689,13:48:00,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
690,13:48:01,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
691,13:48:01,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
692,13:48:01,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
693,13:48:01,13.107.5.93,192.168.31.131,TCP,Binary/Encrypted Data
694,13:48:01,192.168.31.131,13.107.5.93,TCP,No payload
695,13:48:01,140.82.114.25,192.168.31.131,TCP,No payload
696,13:48:01,192.168.31.131,162.159.135.234,TCP,Binary/Encrypted Data
697,13:48:01,162.159.135.234,192.168.31.131,TCP,No payload
698,13:48:01,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
699,13:48:01,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
700,13:48:01,162.159.135.234,192.168.31.131,TCP,Binary/Encrypted Data
701,13:48:01,192.168.31.131,162.159.135.234,TCP,No payload
702,13:48:01,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
703,13:48:03,192.168.31.131,13.107.5.93,TCP,No payload
704,13:48:04,192.168.31.131,20.50.201.203,TCP,No payload
705,13:48:04,20.50.201.203,192.168.31.131,TCP,No payload
706,13:48:04,192.168.31.131,20.50.201.203,TCP,No payload
707,13:48:04,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
708,13:48:04,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
709,13:48:04,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
710,13:48:04,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
711,13:48:04,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
712,13:48:04,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
713,13:48:04,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
714,13:48:04,192.168.31.131,20.50.201.203,TCP,No payload
715,13:48:04,192.168.31.131,20.50.201.203,TCP,No payload
716,13:48:04,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
717,13:48:04,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
718,13:48:04,192.168.31.131,20.50.201.203,TCP,No payload
719,13:48:04,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
720,13:48:05,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
721,13:48:05,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
722,13:48:05,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
723,13:48:05,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
724,13:48:05,20.50.201.203,192.168.31.131,TCP,No payload
725,13:48:05,20.50.201.203,192.168.31.131,TCP,No payload
726,13:48:05,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
727,13:48:05,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
728,13:48:05,192.168.31.131,20.50.201.203,TCP,No payload
729,13:48:05,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
730,13:48:05,148.113.8.206,192.168.31.131,TCP,No payload
731,13:48:10,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
732,13:48:10,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
733,13:48:11,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
734,13:48:11,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
735,13:48:15,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
736,13:48:15,148.113.8.206,192.168.31.131,TCP,No payload
737,13:48:16,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
738,13:48:16,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
739,13:48:22,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
740,13:48:23,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
741,13:48:23,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
742,13:48:24,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
743,13:48:24,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
744,13:48:24,192.168.31.131,20.189.173.16,TCP,Binary/Encrypted Data
745,13:48:24,20.189.173.16,192.168.31.131,TCP,No payload
746,13:48:24,20.189.173.16,192.168.31.131,TCP,Binary/Encrypted Data
747,13:48:24,192.168.31.131,20.189.173.16,TCP,No payload
748,13:48:25,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
749,13:48:25,148.113.8.206,192.168.31.131,TCP,No payload
750,13:48:25,192.168.31.131,148.113.8.206,TCP,No payload
751,13:48:25,148.113.8.206,192.168.31.131,TCP,No payload
752,13:48:28,192.168.31.131,192.168.31.1,UDP,No payload
753,13:48:28,192.168.31.131,192.168.31.1,UDP,No payload
754,13:48:28,192.168.31.131,192.168.31.1,UDP,No payload
755,13:48:28,192.168.31.131,192.168.31.1,UDP,No payload
756,13:48:28,192.168.31.131,192.168.31.1,UDP,No payload
757,13:48:28,192.168.31.1,192.168.31.131,UDP,No payload
758,13:48:28,192.168.31.1,192.168.31.131,UDP,No payload
759,13:48:28,192.168.31.1,192.168.31.131,UDP,No payload
760,13:48:28,192.168.31.1,192.168.31.131,UDP,No payload
761,13:48:28,192.168.31.1,192.168.31.131,UDP,No payload
762,13:48:28,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
